On GBIF,South Africa records,Comments,Source,Taxon Rank,Kingdom,Phylum,Class,Order,Family,Genus,Species,SubSpecies,Taxon,Scientific name and authority,Origin,Endemism,Conservation status,Former scientific names
Yes,Unknown,,WRC guides,Species,Animalia,Annelida,Clitellata ,Rhynchobdellida,Glossiphoniidae,Placobdelloides,multistriata,,Placobdelloides multistriata,"Placobdelloides multistriata (Johansson, 1909)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Annelida,Clitellata ,Rhynchobdellida,Glossiphoniidae,Theromyzon,cooperi,,Theromyzon cooperi,"Theromyzon cooperi (Harding, 1932)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Annelida,Clitellata ,Rhynchobdellida,Glossiphoniidae,,,,Glossiphoniidae,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,SubClass,Animalia,Annelida,Clitellata ,,,,,,Oligochaeta,,Native,Unknown,Not evaluated,
,,,Biobase,SubClass,Animalia,Annelida,Clitellata ,,,,,,Hirudinea,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Ceratonereis,keiskama,,Ceratonereis keiskama,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,,,Polydora ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Annelida,Polychaeta,,Aeolosomatidae,Aeolosoma,,,Aeolosoma ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Phylum,Animalia,Annelida,,,,,,,Annelida,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Arachnida,Sarcoptiformes,Hydrozetidae,Hydrozetes,,,Hydrozetes ,,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Anisitsiellidae,Nilotonia,catarrhacta,,Nilotonia catarrhacta,Nilotonia catarrhacta (Lundblad),Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Anisitsiellidae,Platymamersopsis,cooki,,Platymamersopsis cooki,Platymamersopsis cooki K O Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Athienemanniidae,Africasia,arrhenuripalpis,,Africasia arrhenuripalpis,Africasia arrhenuripalpis (Viets),Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Athienemanniidae,Africasia,obscuripora,,Africasia obscuripora,Africasia obscuripora (Viets),Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,brevigenitalis,permutatus,Arrenurus brevigenitalis permutatus,Arrenurus brevigenitalis permutatus K O Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,brevigenitalis,,Arrenurus brevigenitalis,Arrenurus brevigenitalis K O Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,capensis,,Arrenurus capensis,Arrenurus capensis Thor,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,chappuisi,grandis,Arrenurus chappuisi grandis,Arrenurus chappuisi grandis Walter & Bader,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,concavus,chutteri,Arrenurus concavus chutteri,Arrenurus concavus chutteri K O Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,convexus,,Arrenurus convexus,Arrenurus convexus Thor,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,cooki,,Arrenurus cooki,Arrenurus cooki K O Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,dentifer,,Arrenurus dentifer,Arrenurus dentifer Lundblad,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,dumazeri,,Arrenurus dumazeri,Arrenurus dumazeri Motas,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,fissicauda,,Arrenurus fissicauda,Arrenus fissicauda Lundblad,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,fistulifer,,Arrenurus fistulifer,Arrenusrus fistulifer K O Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,glenifferensis,,Arrenurus glenifferensis,Arrenurus glenifferensis Lundblad,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,larochei,,Arrenurus larochei,Arrenurus larochei Walker,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,longigenitalis,longigenitalis,Arrenurus longigenitalis longigenitalis,Arrenurus longigenitalis longigenitalis K O Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,longigenitalis,triseticus,Arrenurus longigenitalis triseticus,Arrenurus longigenitalis triseticus K O Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,meridionalis,,Arrenurus meridionalis,Arrenurus meridionalis Thor,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,obliquus,,Arrenurus obliquus,Arrenurus obliquus Koenike,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,pectinatus,,Arrenurus pectinatus,Arrenurus pectinatus Koenike,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,purcelli,,Arrenurus purcelli,Arrenurus purcelli Thor,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,setifissus,,Arrenurus setifissus,Arrenurus setifissus K O Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,tubifer,,Arrenurus tubifer,Arrenurus tubifer Walter,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,turmasetosus,,Arrenurus turmasetosus,Arrenurus turmasetosus K O Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,voeltzkowi,,Arrenurus voeltzkowi,Arrenurus voeltzkowi Koenige,Native,Unknown,Not evaluated,
Yes,Yes,,,Genus,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,,,Arrenurus,,Native,Unknown,Not evaluated,
Yes,Yes,,,Genus,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Hydracarina,,,Hydracarina,,,,,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Thoracophoracurus,gibberosus,,Thoracophoracurus gibberosus,Thoracophoracurus gibberosus K O Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Wuria,falciseta,,Wuria falciseta,Wuria falciseta Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Aturidae,Kongsbergia,caudata,,Kongsbergia caudata,Kongsbergia caudata Cook,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Axonopsidae,Albia,hystrix,,Albia hystrix,Albia hystrix Viets,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Axonopsidae,Albia,pulchra,,Albia pulchra,Albia pulchra K O Viets,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Axonopsidae,Axonopsalbia,procera,,Axonopsalbia procera,Axonopsalbia procera Viets,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Axonopsidae,Axonopsis,gracilipalpis,,Axonopsis gracilipalpis,Axonopsis gracilipalpis Viets,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Axonopsidae,Axonopsis,pusilla,,Axonopsis pusilla,Axonopsis pusilla Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Axonopsidae,Axonopsis,sokolowi,,Axonopsis sokolowi,Axonopsis sokolowi K O Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Axonopsidae,Axonopsis,tuberculata,,Axonopsis tuberculata,Axonopsis tuberculata Walter,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Karlvietsia,angustipalpis,,Karlvietsia angustipalpis,Karlvietsia angustipalpis K O Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Karlvietsia,brevipalpis,,Karlvietsia brevipalpis,Karlvietsia brevipalpis K O Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Axonopsidae,Stormaxonella,scutulata,,Stormaxonella scutulata,Stormaxonella scutulata Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Eylaidae,Eylais,crassipalpis,,Eylais crassipalpis,Eylais crassipalpis Thor,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Eylaidae,Eylais,crenocula,,Eylais crenocula,Eylais crenocula Koenike,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Eylaidae,Eylais,degenerata,transvaalensis,Eylais degenerata transvaalensis,Eylais degenerata transvaalensis Viets ,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Eylaidae,Eylais,degenerata,,Eylais degenerata,Eylais degenerata Koenike,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Eylaidae,Eylais,lightfooti,,Eylais lightfooti,Eylais lightfooti Thor,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Eylaidae,Eylais,purcelli,,Eylais purcelli,Eylais purcelli Thor,Native,Unknown,Not evaluated,
Yes,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Eylaidae,Eylais,voeltzkowi,,Eylais voeltzkowi,Eylais voeltzkowi Koenike,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,kenyensis,,Hydrachna kenyensis,Hydrachna kenyensis Lunblad,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,mirifica,,Hydrachna mirifica,Hydrachna mirifica (Koenike),Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna,spinosa,,Hydrachna spinosa,Hydrachna spinosa Koenike,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrachnidae,,,,Hydrachnidae,,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrodromidae,Diplodontus,schaubi,,Diplodontus schaubi,Diplodontus schaubi (Koenike),Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrodromidae,Hydrodroma,capensis,,Hydrodroma capensis,Hydrodroma capensis (Viets),Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrodromidae,Hydrodroma,despiciens,,Hydrodroma despiciens,Hydrodroma despiciens (Müller),Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydrodromidae,,,,Hydrodromidae,,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,Heterothyas,africana,,Heterothyas africana,Heterothyas africana Lundblad,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,Octothyas,hewittae,,Octothyas hewittae,Octothyas hewitti Lundblad,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,Placothyas,octopora,,Placothyas octopora,Placothyas octopora (Viets),Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,Teratothyasides,reticulatus,,Teratothyasides reticulatus,Teratothyasides reticulatus Schoonbee,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,Teratothyasides,sempiterna,,Teratothyasides sempiterna,Teratothyasides sempiterna (Viets),Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Africacarus,strenzkei,,Africacarus strenzkei,Africacarus strenzkei K O Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Ambiguobates,paltoporus,,Ambiguobates paltoporus,Ambiguobates paltoporus Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Ambiguobates,permixtus,agnewi,Ambiguobates permixtus agnewi,Ambiguobates permixtus agnewi K O Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Ambiguobates,permixtus,permixtus,Ambiguobates permixtus permixtus,Ambiguobates permixtus permixtus Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,assimilus,,Atractides assimilus,Atractides assimilus K O Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,coriacellus,,Atractides coriacellus,Atractides coriacellus Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,damkohleri,,Atractides damkohleri,Atractides damkohleri (Viets),Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,invidendus,,Atractides invidendus,Atractides invidendus K O Viets,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,kuhlmanni,,Atractides kuhlmanni,Atractides kuhlmanni K O Viets,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,latisetus,,Atractides latisetus,Atractides latisetus (Viets),Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,linearis,,Atractides linearis,Atractides linearis (Lundblad),Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,pulcher,,Atractides pulcher,Atractides pulcher Viets,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,rostellatus,,Atractides rostellatus,Atractides rostellatus K O Viets,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,scutelliferus,,Atractides scutelliferus,Atractides scutelliferus K O Viets,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,scutifer,,Atractides scutifer,Atractides scutifer (Lundblad),Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,sudafricanus,,Atractides sudafricanus,Atractides sudafricanus Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,tenuipes,ambiguus,Atractides tenuipes ambiguus,Atractides tenuipes ambiguus K O Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,thoractus,,Atractides thoractus,Atractides thoractus Koenike,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Atractides,,,Atractides ,,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Diversibates,pilosus,,Diversibates pilosus,Diversibates pilosus Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,acutidens,,Hygrobates acutidens,Hygrobates acutidens Viets,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,chutteri,,Hygrobates chutteri,Hygrobates chutteri K O Viets,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,elgonensis,,Hygrobates elgonensis,Hygrobates elgonensis Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,laceratus,,Hygrobates laceratus,Hygrobates laceratus Lundblad,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,sanguineas,sanguineas,Hygrobates sanguineas sanguineas,Hygrobates sanguineas sanguineas Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,sanguineas,transvaalensis,Hygrobates sanguineas transvaalensis,Hygrobates sanguineas transvaalensis K O Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,sarsi,,Hygrobates sarsi,Hygrobates sarsi Thor,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,segregatus,,Hygrobates segregatus,Hygrobates segregatus K O Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,sigthori,rubicundus,Hygrobates sigthori rubicundus,Hygrobates sigthori rubicundus Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,sigthori,sigthori,Hygrobates sigthori sigthori,Hygrobates sigthori sigthori Viets,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,soari,,Hygrobates soari,Hygrobates soari Viets,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobatomegapus,spathuliferus,coriaceus,Hygrobatomegapus spathuliferus coriaceus,H. spathuliferus coriaceus Lundblad,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobatomegapus,spathuliferus,,Hygrobatomegapus spathuliferus,H. spathuliferus Lundblad,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobatopsis,levipalpus,,Hygrobatopsis levipalpus,Hygrobatopsis levipalpus Viets,Native,Unknown,Not evaluated,
No,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Plesiohygrobates,pectinipalpus,,Plesiohygrobates pectinipalpus,Plesiohygrobates pectinipalpus Viets,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,SubSpecies,Animalia,Arthropoda,Arachnida,Trombidiformes,Krendowskiidae,Allokrendowskia,dentipes,continentalis,Allokrendowskia dentipes continentalis,Allokrendowskia dentipes continentalis KOViets,Native,Unknown,Not evaluated,
